Date,Open,High,Low,Close,Adj Close,Volume
2013-12-23,35.220001,35.299999,34.389999,34.930000,34.930000,714700
2013-12-30,34.900002,35.169998,34.459999,35.000000,35.000000,596800
2014-01-06,35.090000,37.180000,34.820000,36.500000,36.500000,1069200
2014-01-13,36.520000,38.650002,35.669998,38.340000,38.340000,884300
2014-01-20,38.669998,40.750000,38.330002,39.869999,39.869999,1475900
2014-01-27,39.830002,42.389999,39.189999,40.900002,40.900002,2491700
2014-02-03,40.869999,43.430000,39.430000,43.410000,43.410000,1900000
2014-02-10,43.369999,44.500000,42.439999,44.349998,44.349998,1766400
2014-02-17,44.500000,46.700001,41.020000,41.880001,41.880001,2916800
2014-02-24,41.990002,43.080002,41.520000,41.930000,41.930000,1426700
2014-03-03,40.220001,40.220001,31.760000,36.419998,36.419998,9662900
2014-03-10,36.340000,36.650002,31.709999,32.060001,32.060001,2815500
2014-03-17,32.380001,35.500000,32.080002,32.439999,32.439999,3276200
2014-03-24,32.580002,33.400002,31.340000,32.080002,32.080002,3165400
2014-03-31,32.360001,36.580002,32.080002,33.009998,33.009998,3279600
2014-04-07,32.860001,33.860001,29.440001,33.439999,33.439999,4828900
2014-04-14,33.630001,33.840000,31.230000,33.130001,33.130001,2492800
2014-04-21,33.130001,33.790001,31.219999,31.420000,31.420000,2440200
2014-04-28,31.700001,34.500000,30.400000,32.700001,32.700001,3889300
2014-05-05,32.459999,35.490002,31.790001,34.799999,34.799999,2677400
2014-05-12,34.970001,36.799999,34.720001,36.610001,36.610001,1997600
2014-05-19,36.779999,41.209999,36.509998,41.200001,41.200001,2624000
2014-05-26,41.759998,42.959999,40.900002,42.070000,42.070000,2765600
2014-06-02,42.099998,44.939999,41.430000,44.680000,44.680000,1506200
2014-06-09,44.900002,45.990002,43.139999,43.869999,43.869999,1922600
2014-06-16,44.000000,44.910000,43.680000,44.369999,44.369999,1882300
2014-06-23,44.490002,44.560001,43.340000,43.549999,43.549999,2795700
2014-06-30,43.459999,44.040001,41.540001,43.020000,43.020000,1708100
2014-07-07,42.900002,42.910000,38.700001,39.200001,39.200001,1450700
2014-07-14,39.549999,39.580002,37.889999,38.680000,38.680000,1507900
2014-07-21,38.340000,39.000000,37.470001,38.419998,38.419998,958500
2014-07-28,38.270000,40.130001,37.220001,38.020000,38.020000,1582800
2014-08-04,38.250000,41.750000,38.060001,40.720001,40.720001,2351800
2014-08-11,41.000000,41.590000,39.250000,41.000000,41.000000,1434200
2014-08-18,41.020000,41.029999,39.299999,39.320000,39.320000,3787800
2014-08-25,39.790001,41.369999,37.000000,37.650002,37.650002,2371200
2014-09-01,37.770000,39.380001,37.189999,37.900002,37.900002,1142300
2014-09-08,37.740002,38.470001,36.810001,38.430000,38.430000,1019300
2014-09-15,38.270000,41.450001,37.910000,40.610001,40.610001,2769800
2014-09-22,40.419998,42.430000,39.639999,42.320000,42.320000,1162100
2014-09-29,41.750000,44.360001,41.700001,43.779999,43.779999,1950800
2014-10-06,43.669998,43.980000,41.430000,41.790001,41.790001,1471900
2014-10-13,41.830002,43.930000,40.419998,42.209999,42.209999,1764300
2014-10-20,41.900002,45.680000,41.660000,44.360001,44.360001,1860700
2014-10-27,44.410000,48.990002,44.020000,47.740002,47.740002,3585200
2014-11-03,47.959999,50.000000,42.779999,46.950001,46.950001,3899800
2014-11-10,46.990002,49.700001,45.730000,49.639999,49.639999,1462200
2014-11-17,49.990002,50.340000,47.509998,48.840000,48.840000,1580700
2014-11-24,49.070000,52.290001,48.450001,51.029999,51.029999,1113000
2014-12-01,51.029999,51.040001,48.790001,50.529999,50.529999,2321200
2014-12-08,50.610001,52.889999,48.599998,50.900002,50.900002,1742100
2014-12-15,51.000000,51.000000,46.180000,48.240002,48.240002,2957000
2014-12-22,48.169998,49.209999,47.529999,48.840000,48.840000,892600
2014-12-29,48.549999,48.810001,46.000000,46.470001,46.470001,1246300
2015-01-05,46.000000,49.209999,45.770000,48.340000,48.340000,1769300
2015-01-12,48.330002,49.340000,45.270000,47.450001,47.450001,1362100
2015-01-19,47.439999,47.980000,45.279999,46.389999,46.389999,807200
2015-01-26,46.220001,50.450001,46.000000,48.930000,48.930000,1626500
2015-02-02,49.070000,52.029999,45.740002,51.009998,51.009998,1620300
2015-02-09,50.869999,56.500000,50.680000,54.080002,54.080002,1849900
2015-02-16,53.990002,57.480000,51.720001,57.320000,57.320000,1309200
2015-02-23,57.000000,63.500000,56.060001,61.680000,61.680000,3071700
2015-03-02,61.680000,62.410000,58.230000,59.450001,59.450001,2019400
2015-03-09,59.740002,62.000000,58.810001,61.470001,61.470001,1573200
2015-03-16,61.689999,61.980000,60.490002,61.380001,61.380001,1630700
2015-03-23,61.500000,62.930000,58.750000,61.970001,61.970001,1578600
2015-03-30,61.959999,62.619999,59.509998,61.720001,61.720001,2274700
2015-04-06,61.650002,68.779999,61.450001,68.769997,68.769997,3973300
2015-04-13,69.070000,70.489998,65.480003,66.610001,66.610001,2016900
2015-04-20,66.779999,68.790001,66.419998,66.610001,66.610001,1117500
2015-04-27,66.599998,67.430000,64.339996,66.790001,66.790001,1541300
2015-05-04,66.800003,68.230003,57.580002,65.599998,65.599998,3673500
2015-05-11,65.430000,66.720001,62.680000,66.239998,66.239998,1801200
2015-05-18,66.269997,70.000000,66.010002,66.519997,66.519997,2041900
2015-05-25,66.400002,73.110001,65.919998,71.910004,71.910004,2659300
2015-06-01,72.629997,73.379997,70.019997,71.500000,71.500000,1808700
2015-06-08,71.269997,71.709999,68.750000,69.739998,69.739998,1359500
2015-06-15,68.879997,73.589996,68.800003,72.879997,72.879997,1793400
2015-06-22,73.639999,74.489998,71.620003,72.089996,72.089996,2793900
2015-06-29,71.160004,74.379997,69.419998,73.750000,73.750000,1597700
2015-07-06,73.110001,74.989998,70.510002,74.790001,74.790001,1936800
2015-07-13,75.000000,75.889999,73.550003,74.919998,74.919998,1687300
2015-07-20,75.019997,75.290001,73.580002,73.820000,73.820000,929700
2015-07-27,73.139999,74.830002,71.160004,74.110001,74.110001,1710200
2015-08-03,74.000000,76.690002,63.590000,70.860001,70.860001,3657800
2015-08-10,71.029999,71.750000,66.430000,69.019997,69.019997,1931000
2015-08-17,68.589996,69.879997,67.699997,68.750000,68.750000,2273300
2015-08-24,64.330002,72.330002,63.369999,71.849998,71.849998,2750400
2015-08-31,71.440002,72.220001,68.529999,68.959999,68.959999,1368700
2015-09-07,69.940002,74.500000,69.779999,74.349998,74.349998,1185300
2015-09-14,74.580002,75.419998,72.580002,75.320000,75.320000,2211000
2015-09-21,75.550003,75.830002,71.570000,72.010002,72.010002,1420100
2015-09-28,71.900002,75.900002,68.989998,75.639999,75.639999,1819300
2015-10-05,76.000000,81.949997,75.879997,81.050003,81.050003,3322400
2015-10-12,81.099998,81.470001,75.680000,79.209999,79.209999,2009700
2015-10-19,79.089996,80.480003,76.940002,79.500000,79.500000,1898800
2015-10-26,79.500000,80.910004,76.919998,77.349998,77.349998,1931100
2015-11-02,77.599998,79.000000,67.290001,71.610001,71.610001,3798900
2015-11-09,71.250000,75.040001,71.120003,71.449997,71.449997,2097200
2015-11-16,71.190002,77.879997,71.000000,77.419998,77.419998,1978300
2015-11-23,77.080002,79.809998,76.290001,79.449997,79.449997,923600
2015-11-30,79.239998,81.000000,77.099998,80.769997,80.769997,1879800
2015-12-07,80.529999,83.250000,78.029999,78.570000,78.570000,2079700
2015-12-14,78.370003,84.410004,78.000000,78.910004,78.910004,2295600
2015-12-21,80.000000,81.080002,78.059998,79.739998,79.739998,749000
2015-12-28,79.400002,80.820000,78.250000,78.620003,78.620003,768300
2016-01-04,77.970001,78.040001,70.260002,70.489998,70.489998,2375100
2016-01-11,69.559998,73.150002,68.260002,69.059998,69.059998,2760800
2016-01-18,69.849998,72.449997,64.820000,72.120003,72.120003,2075600
2016-01-25,71.720001,74.940002,69.879997,74.900002,74.900002,1989700
2016-02-01,74.360001,76.769997,58.669998,60.919998,60.919998,3862400
2016-02-08,59.540001,61.930000,54.880001,57.000000,57.000000,4899200
2016-02-15,57.889999,68.639999,57.230000,66.430000,66.430000,2876600
2016-02-22,66.970001,68.000000,62.889999,67.290001,67.290001,2515200
2016-02-29,67.349998,72.059998,67.040001,71.379997,71.379997,2460700
2016-03-07,70.290001,71.519997,67.120003,69.559998,69.559998,2120500
2016-03-14,69.559998,72.300003,69.559998,70.599998,70.599998,2620300
2016-03-21,70.239998,71.290001,69.879997,70.519997,70.519997,1267500
2016-03-28,70.529999,77.180000,70.430000,76.989998,76.989998,1912900
2016-04-04,76.800003,76.800003,72.430000,73.699997,73.699997,1721000
2016-04-11,74.010002,77.379997,72.750000,77.199997,77.199997,1929600
2016-04-18,76.930000,78.400002,75.720001,78.080002,78.080002,1813000
2016-04-25,77.860001,78.279999,72.110001,72.930000,72.930000,2337900
2016-05-02,73.220001,74.120003,69.459999,71.190002,71.190002,3288700
2016-05-09,71.070000,73.190002,69.610001,71.519997,71.519997,2617800
2016-05-16,71.930000,73.379997,70.339996,72.610001,72.610001,2004800
2016-05-23,72.570000,75.900002,71.949997,75.739998,75.739998,1537200
2016-05-30,75.839996,76.680000,74.209999,75.540001,75.540001,1233600
2016-06-06,75.339996,76.650002,71.459999,71.540001,71.540001,1936600
2016-06-13,71.000000,72.089996,67.629997,68.419998,68.419998,1779900
2016-06-20,69.220001,72.480003,65.470001,65.839996,65.839996,2732100
2016-06-27,65.139999,67.550003,61.320000,63.509998,63.509998,4984000
2016-07-04,62.980000,66.379997,61.470001,65.949997,65.949997,2733400
2016-07-11,66.209999,69.379997,65.760002,68.610001,68.610001,2118600
2016-07-18,68.370003,71.000000,67.940002,70.309998,70.309998,1729700
2016-07-25,70.309998,71.089996,69.500000,70.239998,70.239998,1362100
2016-08-01,70.169998,71.790001,62.820000,66.639999,66.639999,3663200
2016-08-08,66.839996,68.610001,65.870003,68.400002,68.400002,1929800
2016-08-15,68.449997,68.449997,65.559998,65.629997,65.629997,1813600
2016-08-22,65.349998,68.250000,65.019997,67.830002,67.830002,1266600
2016-08-29,67.800003,71.180000,66.760002,70.739998,70.739998,1445700
2016-09-05,70.800003,71.320000,68.080002,68.089996,68.089996,1126600
2016-09-12,67.669998,68.669998,66.510002,67.870003,67.870003,1830600
2016-09-19,68.000000,69.989998,67.779999,69.860001,69.860001,1329000
2016-09-26,69.860001,69.970001,66.430000,69.309998,69.309998,1700300
2016-10-03,69.199997,69.199997,65.500000,65.839996,65.839996,1548300
2016-10-10,66.150002,67.139999,63.150002,64.809998,64.809998,1283700
2016-10-17,64.690002,66.500000,62.950001,63.349998,63.349998,1481600
2016-10-24,63.820000,67.230003,63.820000,64.889999,64.889999,1369800
2016-10-31,64.830002,65.300003,61.639999,61.730000,61.730000,2800000
2016-11-07,58.980000,62.930000,54.529999,62.730000,62.730000,4444900
2016-11-14,63.389999,65.139999,60.779999,64.860001,64.860001,1817000
2016-11-21,65.080002,68.000000,64.629997,66.900002,66.900002,1823500
2016-11-28,66.699997,68.129997,61.340000,62.009998,62.009998,2478000
2016-12-05,62.459999,64.750000,61.779999,63.209999,63.209999,2004500
2016-12-12,63.049999,64.260002,61.930000,62.060001,62.060001,2175800
2016-12-19,61.740002,64.449997,61.740002,63.910000,63.910000,1665600
2016-12-26,63.919998,65.000000,63.430000,64.309998,64.309998,751400
2017-01-02,64.680000,67.099998,63.480000,66.870003,66.870003,2304100
2017-01-09,67.260002,67.570000,65.779999,66.989998,66.989998,1904000
2017-01-16,66.790001,66.860001,65.190002,65.480003,65.480003,1255400
2017-01-23,65.419998,67.000000,63.840000,65.760002,65.760002,2023700
2017-01-30,65.470001,65.809998,63.320000,65.599998,65.599998,1806700
2017-02-06,65.370003,68.000000,64.669998,66.599998,66.599998,2405100
2017-02-13,66.919998,71.320000,65.129997,70.239998,70.239998,3133000
2017-02-20,70.220001,74.360001,70.220001,74.330002,74.330002,2203600
2017-02-27,74.330002,75.720001,73.139999,73.620003,73.620003,2970700
2017-03-06,73.120003,74.269997,72.309998,73.790001,73.790001,1580100
2017-03-13,73.500000,73.839996,72.209999,72.500000,72.500000,1301000
2017-03-20,72.279999,74.000000,71.580002,73.269997,73.269997,1613600
2017-03-27,72.300003,76.160004,71.919998,75.519997,75.519997,2142300
2017-04-03,75.320000,76.000000,73.489998,75.379997,75.379997,1835100
2017-04-10,75.239998,75.620003,74.080002,74.709999,74.709999,1152500
2017-04-17,74.709999,77.230003,74.709999,77.019997,77.019997,1690400
2017-04-24,77.550003,78.489998,76.209999,77.000000,77.000000,2791400
2017-05-01,76.949997,80.699997,73.860001,80.459999,80.459999,2402800
2017-05-08,80.459999,81.639999,79.510002,80.610001,80.610001,1596000
2017-05-15,80.769997,82.680000,79.180000,82.169998,82.169998,1898900
2017-05-22,82.099998,85.580002,81.879997,84.150002,84.150002,1389600
2017-05-29,83.970001,86.980003,82.610001,85.510002,85.510002,1565000
2017-06-05,85.410004,85.830002,81.000000,81.959999,81.959999,1315700
2017-06-12,81.650002,83.099998,79.699997,82.599998,82.599998,1571900
2017-06-19,83.089996,84.889999,82.199997,84.629997,84.629997,1684900
2017-06-26,84.989998,86.250000,82.370003,84.089996,84.089996,1191500
2017-07-03,84.699997,84.769997,81.570000,84.059998,84.059998,918600
2017-07-10,84.000000,84.410004,82.370003,84.250000,84.250000,848100
2017-07-17,84.239998,87.790001,83.650002,87.260002,87.260002,879200
2017-07-24,87.430000,87.930000,84.540001,85.459999,85.459999,781500
2017-07-31,85.820000,86.370003,81.309998,83.410004,83.410004,1500700
2017-08-07,83.309998,83.309998,78.010002,79.730003,79.730003,1185800
2017-08-14,80.290001,82.760002,78.570000,80.750000,80.750000,1097900
2017-08-21,80.430000,81.250000,78.790001,78.830002,78.830002,1060900
2017-08-28,79.230003,82.150002,77.959999,82.110001,82.110001,1305400
2017-09-04,81.870003,85.370003,80.839996,84.540001,84.540001,1455900
2017-09-11,85.000000,87.709999,80.980003,81.800003,81.800003,2279500
2017-09-18,81.949997,84.779999,81.510002,84.089996,84.089996,1131200
2017-09-25,84.000000,88.180000,82.750000,87.930000,87.930000,1635500
2017-10-02,87.940002,90.250000,86.529999,90.180000,90.180000,2017900
2017-10-09,90.000000,91.230003,89.239998,90.959999,90.959999,1137000
2017-10-16,90.959999,91.970001,89.820000,91.410004,91.410004,1066400
2017-10-23,91.540001,91.760002,89.699997,90.949997,90.949997,1098200
2017-10-30,91.019997,100.300003,90.059998,99.669998,99.669998,2067400
2017-11-06,99.669998,103.489998,98.040001,102.800003,102.800003,1544700
2017-11-13,101.889999,104.320000,100.120003,103.699997,103.699997,1093600
2017-11-20,103.820000,106.879997,102.370003,106.779999,106.779999,566500
2017-11-27,106.750000,107.910004,97.400002,99.010002,99.010002,2318700
2017-12-04,99.849998,102.709999,96.110001,101.910004,101.910004,1572700
2017-12-11,102.559998,107.209999,102.309998,106.699997,106.699997,2142500
2017-12-18,107.379997,109.070000,106.760002,108.599998,108.599998,1150300
2017-12-25,108.279999,108.480003,106.680000,107.430000,107.430000,572000
2018-01-01,107.620003,110.779999,106.900002,110.209999,110.209999,1084200
2018-01-08,110.000000,111.949997,107.250000,110.870003,110.870003,1230200
2018-01-15,112.000000,114.330002,109.910004,113.300003,113.300003,854000
2018-01-22,113.300003,119.180000,111.900002,119.019997,119.019997,1664300
2018-01-29,119.000000,119.139999,113.540001,113.750000,113.750000,1156400
2018-02-05,112.489998,113.680000,102.029999,104.870003,104.870003,2054900
2018-02-12,105.790001,116.250000,105.099998,114.949997,114.949997,2102400
2018-02-19,114.059998,117.080002,112.949997,116.660004,116.660004,1256400
2018-02-26,116.959999,117.930000,111.050003,115.970001,115.970001,1422500
2018-03-05,115.239998,123.480003,114.540001,122.519997,122.519997,1547700
2018-03-12,123.239998,125.879997,118.900002,119.070000,119.070000,2070300
2018-03-19,118.470001,121.889999,109.540001,112.620003,112.620003,1587800
2018-03-26,114.150002,117.949997,110.089996,114.519997,114.519997,1528900
2018-04-02,114.349998,114.879997,110.199997,111.010002,111.010002,1157200
2018-04-09,111.320000,114.790001,110.559998,112.680000,112.680000,1341800
2018-04-16,113.260002,119.720001,112.830002,118.110001,118.110001,1378400
2018-04-23,118.089996,118.269997,111.199997,114.779999,114.779999,937900
2018-04-30,115.089996,117.029999,113.330002,116.900002,116.900002,1135700
2018-05-07,117.500000,131.750000,116.529999,129.720001,129.720001,2597100
2018-05-14,130.029999,130.399994,123.269997,126.410004,126.410004,1754300
2018-05-21,127.120003,127.570000,121.790001,122.459999,122.459999,799600
2018-05-28,121.750000,125.430000,121.239998,124.000000,124.000000,778900
2018-06-04,125.000000,127.980003,123.370003,124.849998,124.849998,1707600
2018-06-11,125.089996,128.360001,123.540001,124.129997,124.129997,1559100
2018-06-18,123.500000,126.480003,118.690002,120.660004,120.660004,5281600
2018-06-25,120.089996,125.339996,118.339996,124.330002,124.330002,3075000
2018-07-02,123.709999,128.800003,121.820000,128.259995,128.259995,1984300
2018-07-09,128.809998,134.779999,128.270004,133.559998,133.559998,3090300
2018-07-16,133.559998,134.869995,131.000000,133.750000,133.750000,1564200
2018-07-23,133.500000,137.729996,128.820007,130.570007,130.570007,2402400
2018-07-30,131.039993,131.979996,115.949997,125.139999,125.139999,3405400
2018-08-06,125.300003,133.289993,124.459999,130.270004,130.270004,2753100
2018-08-13,130.470001,135.289993,127.870003,134.990005,134.990005,2372000
2018-08-20,135.300003,141.029999,134.910004,141.000000,141.000000,1755600
2018-08-27,141.899994,144.190002,140.910004,142.929993,142.929993,2070100
2018-09-03,141.440002,143.380005,134.589996,137.729996,137.729996,2094500
2018-09-10,138.350006,142.449997,135.960007,140.330002,140.330002,1754000
2018-09-17,140.220001,142.160004,137.949997,138.119995,138.119995,1506300
2018-09-24,137.600006,139.550003,136.350006,137.699997,137.699997,1281400
2018-10-01,138.309998,139.309998,130.669998,132.619995,132.619995,1546300
2018-10-08,131.789993,131.880005,117.769997,119.750000,119.750000,2266700
2018-10-15,119.750000,123.800003,117.720001,120.639999,120.639999,1422500
2018-10-22,121.110001,122.709999,113.889999,115.620003,115.620003,1167500
2018-10-29,117.599998,134.070007,110.720001,126.300003,126.300003,2889500
2018-11-05,126.940002,132.039993,123.000000,130.070007,130.070007,1790600
2018-11-12,129.059998,130.440002,123.260002,125.320000,125.320000,1999800
2018-11-19,124.800003,124.849998,117.199997,120.370003,120.370003,1008800
2018-11-26,121.660004,130.369995,121.269997,130.250000,130.250000,1266500
2018-12-03,133.039993,134.779999,122.300003,122.849998,122.849998,1681400
2018-12-10,122.570000,127.050003,118.839996,119.250000,119.250000,1407900
2018-12-17,118.599998,119.059998,106.519997,107.489998,107.489998,2078200
2018-12-24,106.370003,116.040001,104.769997,114.040001,114.040001,1581800
2018-12-31,114.980003,118.480003,111.440002,117.339996,117.339996,1138000
2019-01-07,120.000000,131.270004,119.269997,130.479996,130.479996,1457800
2019-01-14,128.500000,139.759995,128.479996,138.589996,138.589996,1668300
2019-01-21,137.589996,141.350006,133.919998,140.800003,140.800003,1064700
2019-01-28,139.250000,144.389999,137.690002,144.130005,144.130005,1387500
2019-02-04,144.289993,147.009995,143.009995,146.410004,146.410004,1565900
2019-02-11,147.369995,158.789993,146.759995,154.690002,154.690002,2883600
2019-02-18,154.440002,158.949997,154.440002,158.610001,158.610001,895100
2019-02-25,159.750000,164.699997,157.979996,163.550003,163.550003,1231200
2019-03-04,164.139999,164.589996,155.300003,161.080002,161.080002,1401000
2019-03-11,161.850006,169.690002,161.850006,169.470001,169.470001,1139100
2019-03-18,169.229996,173.710007,163.949997,164.259995,164.259995,1438500
2019-03-25,163.970001,170.839996,162.779999,169.130005,169.130005,1532000
2019-04-01,170.470001,176.059998,167.910004,168.350006,168.350006,2039200
2019-04-08,168.380005,173.979996,166.570007,173.559998,173.559998,2353500
2019-04-15,174.059998,175.850006,167.910004,171.419998,171.419998,1625700
2019-04-22,170.710007,178.000000,168.369995,176.589996,176.589996,1619500
2019-04-29,176.800003,180.550003,173.940002,177.309998,177.309998,1509400
2019-05-06,174.179993,177.809998,157.160004,171.139999,171.139999,2347000
2019-05-13,166.580002,173.479996,162.729996,169.520004,169.520004,2282400
2019-05-20,167.910004,172.000000,164.369995,167.309998,167.309998,2087800
2019-05-27,168.250000,173.500000,164.100006,172.589996,172.589996,5401800
2019-06-03,172.600006,177.839996,162.490005,176.750000,176.750000,2793400
2019-06-10,178.380005,179.610001,173.830002,174.500000,174.500000,1998200
2019-06-17,175.550003,177.539993,171.669998,174.080002,174.080002,2081700
2019-06-24,174.970001,174.970001,170.220001,173.100006,173.100006,1680000
2019-07-01,175.910004,180.110001,174.880005,180.110001,180.110001,1549900
2019-07-08,180.110001,193.800003,179.350006,193.630005,193.630005,3331300
2019-07-15,194.380005,198.690002,192.440002,192.869995,192.869995,2002800
2019-07-22,193.669998,200.990005,192.899994,200.820007,200.820007,1041500
2019-07-29,200.600006,201.000000,186.779999,187.830002,187.830002,1779400
2019-08-05,181.119995,190.820007,175.330002,186.500000,186.500000,3369400
2019-08-12,185.000000,190.360001,180.919998,188.020004,188.020004,1632600
2019-08-19,191.000000,198.539993,187.330002,188.240005,188.240005,1821900
2019-08-26,190.360001,194.529999,184.479996,191.330002,191.330002,1285400
2019-09-02,190.330002,196.809998,187.220001,192.889999,192.889999,1182000
2019-09-09,194.309998,195.220001,174.710007,178.919998,178.919998,2241600
2019-09-16,177.720001,187.960007,177.720001,185.789993,185.789993,1385700
2019-09-23,185.389999,187.899994,179.000000,180.360001,180.360001,986800
2019-09-30,180.539993,189.009995,176.800003,188.910004,188.910004,1471500
2019-10-07,187.720001,191.639999,184.059998,189.020004,189.020004,1334700
2019-10-14,188.979996,190.740005,184.539993,186.960007,186.960007,940000
2019-10-21,188.130005,188.130005,168.259995,176.149994,176.149994,1922000
2019-10-28,176.619995,179.690002,175.070007,177.419998,177.419998,1004100
2019-11-04,178.729996,194.080002,175.529999,189.229996,189.229996,2040600
2019-11-11,187.750000,208.309998,187.229996,205.690002,205.690002,2001600
2019-11-18,205.750000,210.059998,203.179993,205.149994,205.149994,1737600
2019-11-25,206.550003,214.850006,204.580002,211.850006,211.850006,1466700
2019-12-02,211.080002,211.720001,201.059998,209.910004,209.910004,1748700
2019-12-09,209.490005,211.270004,204.289993,210.020004,210.020004,951600
2019-12-16,211.199997,213.490005,208.470001,211.899994,211.899994,1124300
2019-12-23,212.990005,217.000000,209.320007,214.389999,214.389999,617600
2019-12-30,214.000000,217.759995,209.360001,217.399994,217.399994,740700
2020-01-06,214.389999,224.710007,212.000000,223.080002,223.080002,1388700
